"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"8666","F","SEDAN","44","23","2","6581","F","SEDAN","34","1","31.931"
"7331","F","COUPE","24","19","2","1604","F","COUPE","27","1","31.003"
"1388","F","SUV","25","46","1","7144","F","SEDAN","91","0","45.198"
"2410","F","HB","28","42","1","5103","F","SUV","96","1","13.636"
"1500","F","HB","23","47","1","4296","F","CNVTBL","82","0","33.668"
"4897","F","CNVTBL","7","26","2","9856","F","CNVTBL","74","1","32.494"
"2128","F","SPORTS","10","4","1","5929","F","SPORTS","99","1",".38243"
"4238","F","SEDAN","2","47","1","5281","F","HB","92","1","4.952"
"4081","F","SUV","10","30","1","5233","F","COUPE","96","1","30.293"
"586","F","CNVTBL","13","30","1","2350","F","COUPE","88","1","36.728"
"1851","F","SPORTS","25","2","1","8643","F","SUV","83","1","16.394"
"7803","F","COUPE","18","20","1","730","F","SPORTS","97","1","25.578"
"3511","F","COUPE","28","41","1","4548","F","CNVTBL","99","0","4.5128"
"484","F","SUV","41","10","2","4443","F","SUV","95","1","18.783"
"178","F","SPORTS","18","19","1","1327","F","SPORTS","93","1","23.348"
"975","F","SPORTS","23","17","1","5046","F","SUV","93","1","27.612"
"3512","F","SEDAN","31","5","1","4720","F","SPORTS","88","0","3.8539"
"9772","F","CNVTBL","41","7","2","525","F","CNVTBL","84","1","49.39"
"4512","F","HB","30","13","1","9547","F","SPORTS","99","1","41.831"
"7171","S","SEDAN","8","30","1","5053","F","SPORTS","91","1","22.327"
"4861","F","HB","23","42","1","1997","F","HB","90","0","23.052"
"4887","F","SEDAN","16","30","1","8609","F","HB","90","1","28.987"
"2610","F","SPORTS","5","7","1","9754","F","SPORTS","93","0","3.881"
"9538","F","SPORTS","40","40","1","9042","F","COUPE","81","1","6.5833"
"3732","F","COUPE","1","40","1","3434","F","CNVTBL","87","0","38.9"
"1641","F","SPORTS","26","38","2","7904","F","SPORTS","92","1","30.11"
"3755","F","CNVTBL","28","46","2","2595","F","CNVTBL","3","1","4.3091"
"6303","F","SPORTS","33","17","2","6206","F","SPORTS","73","1","29.266"
"942","F","SUV","18","12","1","8518","F","COUPE","83","1","1.1401"
"5967","F","CNVTBL","43","5","1","4881","F","HB","85","1","29.538"
"3854","F","COUPE","11","1","1","794","F","CNVTBL","91","1","12.448"
"1334","F","CNVTBL","20","42","1","828","F","SPORTS","83","1","33.116"
"2006","F","SPORTS","18","4","1","7318","F","SEDAN","86","1","38.664"
"4674","F","CNVTBL","12","2","1","644","F","CNVTBL","95","1","13.535"
"8605","F","COUPE","38","5","1","5028","F","SEDAN","89","1","9.2623"
"3947","F","CNVTBL","47","39","1","2949","F","COUPE","94","0","43.214"
"2752","F","SUV","13","5","2","2202","F","SUV","8","1","45.938"
"3934","F","CNVTBL","37","37","2","7605","F","CNVTBL","60","1",".16726"
"6029","F","SPORTS","11","21","1","5564","F","CNVTBL","94","0","2.4657"
"4817","F","HB","36","17","1","9286","F","SEDAN","83","1","9.3862"
"75","F","SEDAN","43","8","1","3990","F","CNVTBL","92","1","46.427"
"5985","F","COUPE","3","16","1","4638","F","CNVTBL","81","0","20.668"
"6212","F","CNVTBL","9","14","1","9995","F","SEDAN","96","1","26.477"
"5781","F","SPORTS","41","0","1","9965","F","COUPE","96","1","3.4489"
"6034","F","CNVTBL","37","9","1","4756","F","SPORTS","96","0","7.602"
"7573","F","HB","46","19","2","1198","F","HB","17","1","27.923"
"2882","F","SEDAN","30","13","1","4131","F","SUV","91","0","1.3068"
