"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"8312","F","SPORTS","34","41","1","1068","F","SPORTS","94","0","29.004"
"6443","F","CNVTBL","24","47","1","8360","F","HB","83","1","27.547"
"641","F","SPORTS","29","8","2","5882","F","SPORTS","9","1","30.27"
"2914","F","SPORTS","31","43","1","4121","F","SPORTS","86","0","39.137"
"6417","F","COUPE","38","43","2","4263","F","COUPE","67","1","3.7688"
"784","F","SUV","49","24","1","3614","F","SEDAN","90","1","10.528"
"9845","F","COUPE","13","45","1","1225","F","COUPE","82","1","15.714"
"604","F","HB","26","8","1","4216","F","SEDAN","81","0","12.043"
"8512","F","CNVTBL","41","42","1","4053","F","COUPE","92","1","19.623"
"1880","F","SEDAN","22","38","1","385","F","COUPE","94","1","8.4892"
"8001","F","HB","22","13","2","9149","F","HB","59","1","43.306"
"3856","F","COUPE","47","24","1","1536","F","SUV","84","1","15.13"
"3754","F","HB","18","43","1","1482","F","HB","88","1","4.5256"
"9984","F","SUV","41","4","1","7555","F","CNVTBL","85","1","31.765"
"2840","F","HB","18","27","1","6941","F","SPORTS","92","0","46.189"
"1063","F","SPORTS","3","4","1","7265","F","CNVTBL","83","1","30.519"
"2610","F","COUPE","34","12","1","2467","F","CNVTBL","85","1","43.572"
"5611","F","SEDAN","16","40","2","8500","F","SEDAN","61","1","8.5562"
"1147","F","SUV","1","48","2","8209","F","SUV","55","1","30.75"
"8897","F","CNVTBL","20","29","2","6778","F","CNVTBL","41","1","21.591"
"5820","F","CNVTBL","33","26","1","9835","F","CNVTBL","94","1","49.83"
"8018","F","CNVTBL","46","6","1","4308","F","CNVTBL","86","1","5.7331"
"6095","F","HB","37","15","1","5286","F","SUV","81","0","12.094"
"6944","F","HB","40","27","1","4570","F","CNVTBL","98","0","7.5609"
"5161","F","CNVTBL","46","23","1","1001","F","SUV","82","1","16.729"
"3967","F","SPORTS","31","16","1","6033","F","CNVTBL","93","1","11.687"
"3348","F","SUV","35","14","1","2985","F","HB","82","1","9.0358"
"2371","F","SUV","46","16","1","7877","F","SEDAN","93","1","24.784"
"6898","S","SPORTS","24","26","1","8227","F","CNVTBL","83","0","36.918"
"226","F","SPORTS","8","29","1","4311","F","COUPE","96","0","12.543"
"8602","F","SUV","20","15","2","5403","F","SUV","74","1","26.078"
"4490","F","CNVTBL","19","20","2","3571","F","CNVTBL","90","1","29.743"
"9580","F","CNVTBL","49","4","1","165","F","SPORTS","94","1","6.623"
"1068","F","SUV","36","26","2","707","F","SUV","98","1","9.0695"
"9873","F","SUV","27","2","1","7684","F","COUPE","96","1","4.253"
"5564","F","SPORTS","35","48","1","5501","F","SEDAN","94","0","18.577"
"2262","F","HB","18","20","1","9394","F","HB","99","1","36.051"
"8251","F","SPORTS","23","49","1","7000","F","HB","96","1","40.253"
"3973","F","COUPE","28","26","1","4932","F","CNVTBL","96","1","28.867"
"5725","F","SUV","13","46","1","1681","F","COUPE","91","1","8.5019"
"1114","F","SUV","12","5","2","1515","F","SUV","61","1","19.151"
"141","F","COUPE","19","4","2","5406","F","COUPE","66","1","8.1589"
"2247","F","SPORTS","37","14","1","3522","F","HB","92","0","9.7749"
"9347","F","HB","49","24","2","7689","F","HB","10","1","38.882"
"860","F","SPORTS","9","45","1","1201","F","CNVTBL","95","1","12.96"
"8038","F","CNVTBL","35","5","1","2840","F","SEDAN","81","0","3.9848"
"3952","F","CNVTBL","11","35","1","8834","F","SPORTS","97","0","42.533"
