"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"66","F","COUPE","31","39","2","6654","S","CNVTBL","6","1","29.041"
"7783","F","CNVTBL","45","9","2","6161","S","SEDAN","10","1","24.481"
"7491","F","SEDAN","9","28","1","9565","S","CNVTBL","81","1","18.225"
"9195","F","SPORTS","3","1","2","2506","S","COUPE","72","1","11.061"
"9908","F","SEDAN","0","25","2","8402","S","CNVTBL","80","1","7.6767"
"1515","F","HB","4","10","2","417","S","HB","58","1","33.739"
"636","F","CNVTBL","13","49","5","375","S","HB","91","1","27.477"
"3225","F","COUPE","11","19","2","5622","S","SPORTS","85","1",".71961"
"4965","F","HB","19","47","5","2643","S","SEDAN","65","1","9.5071"
"2787","F","COUPE","41","31","5","9223","S","COUPE","82","1","6.7802"
"9866","F","SEDAN","7","20","2","4807","S","SEDAN","65","1","17.42"
"3653","F","CNVTBL","41","39","2","2674","S","SEDAN","56","1","17.246"
"3653","F","SEDAN","7","9","2","930","S","CNVTBL","83","1","2.392"
"8561","F","HB","19","8","2","4088","S","CNVTBL","54","1","13.825"
"1063","F","SEDAN","8","32","1","3075","S","HB","97","1","8.4481"
"2590","F","COUPE","25","3","2","4884","S","SPORTS","25","1","11.041"
"8329","F","SPORTS","46","38","5","7417","S","CNVTBL","20","1","11.09"
"1440","F","SEDAN","19","36","2","6064","S","COUPE","17","1","6.0915"
"4062","F","CNVTBL","25","3","2","7999","S","SEDAN","72","1","4.7155"
"471","F","CNVTBL","6","28","2","1122","S","SEDAN","23","1","19.729"
"4716","F","HB","38","4","5","2735","S","SEDAN","70","1","42.213"
"5898","F","SUV","37","5","1","4539","S","HB","87","1","21.963"
"3232","S","CNVTBL","24","3","5","6568","S","SUV","1","1",".28332"
"3689","F","HB","23","7","1","2391","S","COUPE","91","1","13.254"
"4580","F","CNVTBL","44","15","5","4608","S","COUPE","88","1","12.536"
"5011","F","SPORTS","25","13","5","6286","S","SEDAN","9","1","4.0247"
"1197","F","COUPE","46","0","5","1855","S","COUPE","43","1","37.145"
"7701","F","SEDAN","45","25","1","3411","S","SUV","95","1","2.921"
"4958","F","COUPE","19","1","5","3732","S","HB","2","1","2.8026"
"50","F","SEDAN","2","18","2","3653","S","CNVTBL","82","1","9.317"
"6002","F","SUV","30","21","5","4052","S","SEDAN","2","1","1.791"
"1296","F","HB","39","30","1","7","S","HB","83","1","38.77"
"1107","F","SPORTS","7","26","5","4309","S","SPORTS","63","1","1.6226"
"3702","F","SUV","16","8","2","5047","S","HB","29","1","14.336"
"1279","F","SEDAN","45","14","5","7421","S","SPORTS","80","1","15.147"
"3500","F","COUPE","46","15","2","8431","S","COUPE","61","1","2.2952"
"3511","F","SUV","5","24","5","1116","S","SUV","45","1","14.514"
"6091","F","SPORTS","5","25","5","4737","S","COUPE","75","1","13.246"
"7853","F","SEDAN","23","43","2","2933","S","HB","89","1","24.412"
"6271","F","SUV","41","10","5","1352","S","SPORTS","93","1",".929"
"1596","F","SEDAN","21","43","2","8130","S","SPORTS","43","1","29.807"
"8272","F","SEDAN","10","13","2","8136","S","SUV","40","1","46.723"
"5315","F","SEDAN","10","8","5","6661","S","CNVTBL","47","1","9.9817"
"2240","F","SPORTS","46","17","1","8314","S","CNVTBL","97","1","33.678"
"2344","F","HB","29","18","2","1880","S","CNVTBL","75","1","4.7777"
"5283","F","SUV","13","44","2","1882","S","COUPE","78","1","15.638"
"2408","F","COUPE","12","17","5","9979","S","SUV","4","1","9.2322"
"2713","F","SUV","35","2","2","8284","S","CNVTBL","4","1","1.1457"
"8935","F","SUV","44","40","5","6401","S","HB","33","1","24.799"
"3575","F","SPORTS","0","45","5","4919","S","SUV","23","1","10.649"
"811","F","SUV","42","48","5","6100","S","HB","57","1","31.275"
"3324","F","SUV","21","21","5","5868","S","SEDAN","86","1","2.0573"
"6534","F","SPORTS","26","16","2","2463","S","SEDAN","38","1","4.6964"
"1955","F","SPORTS","4","48","5","6992","S","COUPE","81","1","25.527"
"9306","F","SUV","44","12","1","4271","S","SEDAN","87","1",".75666"
"9296","F","SPORTS","21","16","2","1447","S","SPORTS","19","1","37.667"
"9330","F","SUV","29","22","5","5523","S","HB","20","1","5.6556"
"3623","F","SUV","21","48","5","6516","S","COUPE","91","1","21.472"
"8090","F","CNVTBL","30","35","5","1039","S","COUPE","60","1","35.266"
"1023","F","SEDAN","34","27","2","6699","S","SUV","49","1","9.2001"
"1356","F","SUV","19","25","5","5120","S","SEDAN","9","1","17.926"
"8736","F","CNVTBL","35","6","1","5074","S","SUV","88","1","4.5584"
