"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"9628","F","COUPE","21","30","4"
"795","F","SPORTS","41","18","1"
"9063","F","CNVTBL","26","38","3"
"5745","F","HB","17","29","3"
"6380","F","SEDAN","34","36","1"
"7213","F","SUV","41","28","4"
"6244","F","COUPE","38","12","4"
"603","F","COUPE","42","28","4"
"308","S","SEDAN","25","48","1"
"5924","F","SPORTS","12","49","4"
"5246","F","COUPE","0","27","4"
"6315","F","CNVTBL","11","34","4"
"9871","F","CNVTBL","21","36","1"
"5065","F","SEDAN","46","33","3"
"6160","F","COUPE","36","1","1"
"4848","F","CNVTBL","35","13","4"
"355","F","COUPE","3","29","3"
"865","F","SEDAN","11","45","3"
"5865","F","SUV","29","13","5"
"1540","F","CNVTBL","16","31","3"
"9669","F","SEDAN","40","3","4"
"4040","F","SEDAN","4","44","4"
"6206","F","SUV","33","5","1"
"8803","F","COUPE","48","15","3"
"6963","F","CNVTBL","16","38","5"
"495","F","SPORTS","3","16","4"
"7506","F","COUPE","39","8","4"
"6984","F","SEDAN","34","18","3"
"7683","F","COUPE","5","1","1"
"165","F","SUV","34","24","1"
"973","F","SPORTS","2","43","4"
"7075","F","CNVTBL","8","13","4"
"3339","F","SEDAN","29","14","4"
"2302","F","COUPE","17","3","5"
"4736","S","COUPE","44","29","5"
"6842","F","SPORTS","37","4","3"
"4695","F","CNVTBL","48","15","4"
"4092","F","COUPE","37","19","1"
"3403","F","CNVTBL","7","16","2"
"418","F","CNVTBL","49","2","1"
"4702","F","CNVTBL","24","4","4"
"412","F","COUPE","39","28","5"
"1589","F","HB","19","22","4"
"7453","F","SUV","26","17","4"
"6466","F","SUV","24","18","4"
"3457","F","SUV","21","7","3"
"3546","F","CNVTBL","8","27","3"
"4266","F","COUPE","1","8","4"
"5022","F","SPORTS","37","4","4"
"2042","F","COUPE","24","2","4"
"969","F","SEDAN","39","49","3"
"1356","F","CNVTBL","29","43","1"
"3146","F","COUPE","9","49","3"
"9497","F","SUV","21","36","4"
"9128","F","HB","4","25","1"
"9264","F","COUPE","29","7","4"
"8372","F","SPORTS","27","33","4"
"2065","F","SPORTS","35","30","4"
"7028","F","CNVTBL","20","47","1"
"1870","F","CNVTBL","37","30","3"
"6503","F","SUV","24","28","1"
"1882","F","HB","13","23","4"
"3119","F","CNVTBL","12","6","1"
"3284","F","COUPE","10","43","3"
"5157","F","HB","27","45","4"
"70","F","SEDAN","39","33","3"
"7199","F","SUV","42","26","3"
"2330","F","HB","34","0","4"
"2196","F","HB","33","10","3"
"9982","F","COUPE","20","0","1"
"3384","F","CNVTBL","8","46","3"
"5842","F","SEDAN","10","19","4"
"364","F","SEDAN","26","41","4"
"8034","F","COUPE","23","22","1"
"8849","F","HB","6","38","4"
"1011","F","SPORTS","27","8","3"
"4004","F","COUPE","5","43","4"
"1677","F","CNVTBL","1","21","4"
"129","F","SUV","31","4","4"
"4090","F","SEDAN","24","28","4"
"8350","F","SEDAN","6","14","4"
"9110","F","SUV","22","46","3"
"6307","F","HB","2","12","4"
"8564","F","SUV","29","40","3"
"4227","F","SUV","40","36","3"
"8376","F","CNVTBL","40","20","4"
"5852","F","SEDAN","17","32","3"
"6868","F","SUV","44","22","2"
"2005","F","SUV","30","0","3"
"3285","F","HB","5","7","3"
"7776","F","HB","49","39","3"
"1600","F","HB","10","32","3"
"6797","F","HB","33","23","4"
"5678","F","SEDAN","13","9","1"
"6806","F","CNVTBL","30","18","3"
"1682","F","SPORTS","37","27","1"
"936","F","SPORTS","5","39","1"
"957","F","CNVTBL","43","9","4"
"2927","F","SPORTS","23","0","4"
"8950","F","SEDAN","47","15","1"
"8445","F","HB","23","13","2"
"353","F","SEDAN","36","34","4"
"4133","F","COUPE","26","0","4"
"5818","F","COUPE","43","1","3"
"475","F","SPORTS","45","9","3"
"2743","F","COUPE","6","21","1"
"9921","F","SPORTS","0","7","3"
"2104","F","SPORTS","36","41","3"
"2389","F","CNVTBL","12","43","5"
"3492","F","HB","12","31","3"
"8602","F","COUPE","21","32","4"
"7270","F","COUPE","23","10","1"
"6744","F","CNVTBL","38","15","1"
"901","S","COUPE","22","38","5"
"5786","F","HB","35","14","3"
"3304","F","CNVTBL","31","16","3"
"1487","F","HB","36","44","4"
"9992","F","CNVTBL","14","49","3"
"7305","F","SEDAN","5","41","4"
"1576","F","CNVTBL","39","44","4"
"6988","F","SUV","29","37","1"
"7071","F","SPORTS","19","17","1"
"6907","F","COUPE","47","34","4"
"5685","F","SUV","35","36","4"
"2221","F","COUPE","36","27","3"
"4551","F","HB","0","1","1"
"831","F","SEDAN","45","33","4"
"2639","F","HB","4","17","4"
"818","F","SUV","37","36","1"
"1674","F","HB","30","15","1"
"4840","F","HB","22","15","4"
"1024","F","SEDAN","1","44","3"
"4045","F","SPORTS","19","4","4"
"4117","F","COUPE","32","22","3"
"3481","F","SPORTS","19","2","5"
"1768","F","HB","19","19","1"
"804","F","CNVTBL","4","10","4"
"3945","F","SPORTS","48","41","4"
"1364","F","CNVTBL","10","5","3"
"9253","F","CNVTBL","47","48","4"
"2273","F","HB","2","3","3"
"8795","F","SUV","29","49","3"
"2591","F","SUV","31","14","1"
"7071","F","COUPE","30","30","1"
"7015","F","COUPE","2","24","3"
"7642","F","SPORTS","43","30","4"
"3312","F","CNVTBL","47","41","3"
"3293","F","SUV","48","36","3"
"4965","F","CNVTBL","4","41","1"
"4617","S","HB","37","16","3"
"8560","F","HB","37","42","3"
"3305","F","CNVTBL","43","3","1"
"6509","F","SEDAN","39","7","3"
"3150","F","SEDAN","37","41","1"
"8130","F","CNVTBL","5","28","4"
"4276","F","SUV","19","26","1"
"5857","F","HB","20","49","1"
"5356","F","HB","13","30","4"
"1925","F","SUV","44","27","1"
"9449","F","SUV","11","45","3"
"5231","F","SPORTS","2","35","4"
"698","F","SUV","19","41","3"
"9657","F","SUV","43","5","3"
"1123","F","HB","28","2","4"
"4542","F","SEDAN","26","22","1"
"6488","F","COUPE","41","13","3"
"9382","F","HB","14","24","1"
"6861","F","CNVTBL","43","42","1"
"6834","F","CNVTBL","13","11","3"
"3129","F","SPORTS","43","5","5"
"3713","F","HB","37","47","3"
"6457","F","CNVTBL","18","31","4"
"1622","F","COUPE","4","28","3"
"5898","F","HB","36","28","3"
"5255","F","COUPE","33","27","3"
"2011","F","SEDAN","37","18","3"
"6568","F","SUV","44","8","3"
"7567","F","CNVTBL","9","33","3"
"8768","F","SEDAN","39","47","3"
"8470","F","COUPE","42","2","2"
"8795","F","HB","8","40","3"
"6397","F","CNVTBL","29","7","1"
"6323","F","SUV","0","21","4"
"3885","F","COUPE","12","23","4"
"6973","F","SPORTS","33","41","4"
"7860","F","COUPE","1","20","3"
