"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"561","F","COUPE","35","46","3"
"8222","F","SPORTS","22","47","5"
"8090","F","CNVTBL","22","19","1"
"3732","F","COUPE","1","40","1"
"5725","F","SPORTS","22","4","2"
"7951","F","CNVTBL","31","7","3"
"5966","F","SPORTS","8","4","1"
"1641","F","SPORTS","26","38","2"
"5736","F","SUV","46","14","4"
"5334","F","COUPE","44","43","2"
"5189","F","HB","21","45","4"
"2689","F","SEDAN","4","28","2"
"8138","F","COUPE","46","11","5"
"3755","F","CNVTBL","28","46","2"
"2773","F","SPORTS","7","10","1"
"8397","F","HB","22","10","1"
"2961","F","CNVTBL","25","20","3"
"7642","F","CNVTBL","20","21","2"
"8600","F","SPORTS","39","4","2"
"5335","F","CNVTBL","43","28","5"
"3644","F","CNVTBL","5","11","5"
"6303","F","SPORTS","33","17","2"
"6060","F","HB","18","48","3"
"6046","F","HB","3","48","5"
"3849","F","CNVTBL","2","39","3"
"2273","F","SEDAN","17","31","3"
"1322","F","CNVTBL","10","11","4"
"3993","F","SEDAN","3","48","1"
"4418","F","COUPE","44","39","1"
"7829","S","SEDAN","13","18","3"
"7539","F","SUV","17","46","3"
"8879","F","COUPE","46","44","3"
"1397","F","SPORTS","6","12","1"
"8113","F","SUV","13","2","1"
"3772","F","SPORTS","42","3","5"
"562","F","COUPE","13","1","1"
"3096","F","SUV","33","31","5"
"9191","F","COUPE","31","32","1"
"9072","F","SPORTS","39","15","1"
"6364","F","CNVTBL","19","13","4"
"5123","F","COUPE","15","45","1"
"8721","S","SUV","27","12","3"
"5963","F","HB","17","3","3"
"3647","F","SPORTS","46","5","1"
"5908","F","SPORTS","46","15","3"
"8712","F","COUPE","10","36","3"
"831","F","HB","29","42","5"
"5043","F","HB","15","47","2"
"2774","F","SPORTS","18","35","5"
"4715","F","SEDAN","11","35","1"
"5393","F","CNVTBL","49","12","1"
"6280","F","SEDAN","7","9","2"
"6320","F","SPORTS","10","14","1"
"8040","F","COUPE","28","30","1"
"3878","F","SEDAN","24","18","4"
"3249","F","CNVTBL","29","6","5"
"3964","F","SPORTS","45","33","5"
"2512","F","SEDAN","26","38","4"
"8083","F","CNVTBL","37","32","3"
"3643","F","CNVTBL","3","22","2"
"9292","F","SUV","15","18","3"
"1423","F","SPORTS","0","5","1"
"3600","S","SPORTS","24","34","1"
"9622","F","SUV","14","4","2"
"8033","F","CNVTBL","23","23","1"
"5056","F","CNVTBL","49","47","3"
"9299","F","COUPE","32","2","1"
"5208","F","HB","15","47","5"
"594","F","SUV","14","13","5"
"4987","F","SEDAN","0","35","2"
"2410","F","HB","28","42","1"
"4430","F","SEDAN","6","27","2"
"7692","F","COUPE","47","46","1"
"6020","F","SEDAN","5","44","1"
"4860","F","COUPE","6","40","1"
"1285","F","COUPE","3","42","4"
"4897","F","CNVTBL","7","26","2"
"2865","F","SEDAN","10","13","3"
"103","F","HB","9","13","1"
"510","F","SUV","17","42","4"
"3043","F","HB","29","24","1"
"9543","F","COUPE","6","0","4"
"2978","F","SEDAN","36","13","3"
"8666","F","SEDAN","44","23","2"
"1189","F","HB","14","18","5"
"7331","F","COUPE","24","19","2"
"2573","F","SEDAN","43","32","3"
"8170","F","SUV","35","1","4"
"9964","F","SEDAN","49","28","4"
"6037","F","COUPE","40","11","3"
"5011","F","COUPE","35","37","2"
"1388","F","SUV","25","46","1"
"9257","F","HB","17","44","2"
"7660","F","CNVTBL","8","14","5"
"1500","F","HB","23","47","1"
"9041","F","HB","6","22","1"
"1584","F","SUV","18","4","3"
"2128","F","SPORTS","10","4","1"
"6610","F","SUV","37","30","1"
"3139","F","CNVTBL","4","34","1"
