"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"3275","F","SEDAN","15","48","5"
"4702","F","CNVTBL","24","4","4"
"412","F","COUPE","39","28","5"
"1589","F","HB","19","22","4"
"1600","F","HB","10","32","3"
"116","F","COUPE","16","43","5"
"6466","F","SUV","24","18","4"
"2115","F","COUPE","42","1","5"
"3457","F","SUV","21","7","3"
"5426","F","SUV","19","8","1"
"8392","F","HB","5","10","2"
"5022","F","SPORTS","37","4","4"
"3156","F","SUV","22","26","5"
"2042","F","COUPE","24","2","4"
"7901","F","HB","24","45","5"
"1356","F","CNVTBL","29","43","1"
"254","F","COUPE","3","8","2"
"9497","F","SUV","21","36","4"
"7618","F","CNVTBL","24","5","1"
"9264","F","COUPE","29","7","4"
"3756","F","HB","41","40","1"
"9714","F","SPORTS","27","9","1"
"968","F","COUPE","48","40","1"
"8372","F","SPORTS","27","33","4"
"2065","F","SPORTS","35","30","4"
"4690","F","HB","16","25","1"
"5771","F","HB","3","12","5"
"2972","F","CNVTBL","12","2","2"
"2367","F","CNVTBL","0","1","5"
"856","F","SUV","24","46","5"
"4845","F","SPORTS","3","9","5"
"3602","F","SEDAN","12","42","1"
"1254","F","HB","49","40","2"
"2256","F","SPORTS","44","26","1"
"8428","F","HB","17","1","5"
"7066","F","CNVTBL","1","23","5"
"7150","F","COUPE","22","48","2"
"5157","F","HB","27","45","4"
"70","F","SEDAN","39","33","3"
"890","F","COUPE","7","47","1"
"1540","F","SPORTS","44","37","5"
"1370","S","SPORTS","10","45","2"
"2196","F","HB","33","10","3"
"6027","F","SPORTS","38","35","5"
"5008","F","SPORTS","20","4","1"
"9982","F","COUPE","20","0","1"
"3384","F","CNVTBL","8","46","3"
"1006","F","SUV","2","34","5"
"364","F","SEDAN","26","41","4"
"4474","F","HB","17","45","1"
"4780","F","COUPE","7","20","1"
"2007","F","SPORTS","36","14","2"
"7817","F","SEDAN","19","29","2"
"9432","F","HB","44","8","1"
"9681","F","CNVTBL","40","46","5"
"6513","F","HB","8","38","2"
"8623","F","SUV","17","1","1"
"7476","F","COUPE","21","23","2"
"1389","F","SEDAN","19","17","2"
"8849","F","HB","6","38","4"
"1011","F","SPORTS","27","8","3"
"9628","F","COUPE","21","30","4"
"2005","F","SUV","30","0","3"
"3285","F","HB","5","7","3"
"7776","F","HB","49","39","3"
"6797","F","HB","33","23","4"
"5678","F","SEDAN","13","9","1"
"8225","F","COUPE","21","18","5"
"6380","F","SEDAN","34","36","1"
"8219","F","SUV","4","37","1"
"8839","F","HB","37","18","1"
"5076","F","COUPE","13","11","1"
"2556","F","SEDAN","41","41","5"
"6806","F","CNVTBL","30","18","3"
"8139","F","CNVTBL","23","8","1"
"1608","F","SPORTS","15","37","2"
"603","F","COUPE","42","28","4"
"579","F","COUPE","43","8","5"
"5924","F","SPORTS","12","49","4"
"1682","F","SPORTS","37","27","1"
"6581","F","COUPE","14","24","2"
"3302","F","SPORTS","49","28","1"
"936","F","SPORTS","5","39","1"
"262","F","SUV","45","35","5"
"957","F","CNVTBL","43","9","4"
"7152","F","HB","9","46","1"
"2927","F","SPORTS","23","0","4"
"602","F","CNVTBL","14","5","5"
"8950","F","SEDAN","47","15","1"
"3620","F","SPORTS","47","48","1"
"8126","F","SUV","5","5","2"
"6160","F","COUPE","36","1","1"
"6274","F","CNVTBL","31","46","1"
"355","F","COUPE","3","29","3"
"4393","F","CNVTBL","22","36","5"
