"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"6300","F","COUPE","43","8","4"
"1203","F","CNVTBL","20","16","1"
"5899","F","CNVTBL","15","42","3"
"2590","F","COUPE","1","35","3"
"6286","F","CNVTBL","10","9","4"
"4138","F","COUPE","4","29","4"
"5431","F","CNVTBL","39","45","3"
"7561","F","HB","40","44","3"
"4490","F","COUPE","33","38","4"
"2327","F","SEDAN","5","43","3"
"3209","F","SPORTS","7","6","4"
"3338","F","COUPE","30","6","4"
"7746","F","HB","5","20","3"
"2939","F","SEDAN","7","23","4"
"1131","F","COUPE","29","35","4"
"3775","F","SPORTS","3","33","1"
"2147","F","HB","28","38","3"
"8796","F","CNVTBL","47","2","3"
"9623","F","HB","37","35","3"
"4546","F","SEDAN","37","8","3"
"7071","F","COUPE","3","37","1"
"9879","F","SEDAN","8","34","3"
"5584","F","CNVTBL","13","4","3"
"8782","F","CNVTBL","14","47","2"
"8822","F","CNVTBL","4","48","3"
"7471","F","SUV","24","15","3"
"2561","F","CNVTBL","15","13","3"
"2059","F","SEDAN","47","33","1"
"114","F","CNVTBL","45","25","3"
"4187","F","COUPE","39","48","3"
"3133","F","CNVTBL","2","13","3"
"5418","F","SUV","37","32","1"
"939","F","COUPE","33","8","4"
"5880","F","CNVTBL","31","14","4"
"8624","F","SUV","3","16","4"
"6629","F","HB","4","32","4"
"87","F","SUV","43","32","4"
"8607","F","COUPE","0","0","3"
"7150","F","SUV","22","47","4"
"2928","F","HB","26","20","3"
"6285","F","SEDAN","49","9","3"
"4444","F","HB","15","14","4"
"5243","F","SEDAN","39","46","4"
"8002","F","SEDAN","37","43","3"
"3657","F","COUPE","45","34","3"
"2319","F","SEDAN","14","17","3"
"8334","F","SUV","14","15","4"
"8151","F","CNVTBL","37","12","3"
"3210","F","CNVTBL","20","39","4"
"5714","F","SPORTS","34","2","3"
"5029","F","SPORTS","18","23","3"
"5763","F","SPORTS","26","31","3"
"3701","F","SEDAN","42","30","1"
"8511","F","SEDAN","48","36","3"
"4582","F","CNVTBL","39","5","3"
"3585","F","CNVTBL","37","28","3"
"1437","F","HB","47","42","4"
"9823","F","SEDAN","1","38","3"
"3782","F","HB","39","10","4"
"2699","F","SPORTS","43","6","3"
"7812","F","COUPE","9","13","3"
"142","F","CNVTBL","1","40","4"
"3966","F","COUPE","28","15","4"
"1566","F","CNVTBL","0","15","4"
"2425","F","SUV","19","42","3"
"510","F","CNVTBL","8","21","4"
"9031","S","COUPE","48","37","4"
"8563","F","SPORTS","39","48","3"
"1540","F","SEDAN","40","13","3"
"7798","F","SUV","38","11","3"
"4031","F","CNVTBL","40","0","3"
"9683","F","SUV","36","40","4"
"4249","F","SUV","8","21","1"
"6656","F","CNVTBL","3","3","4"
"4878","F","HB","21","39","3"
"369","F","COUPE","19","8","3"
"1240","F","HB","49","24","1"
"9373","F","SUV","35","9","4"
"1600","F","CNVTBL","48","49","3"
"2491","F","SUV","40","38","4"
"1943","F","SUV","23","35","1"
"679","F","SUV","11","42","3"
"3434","F","HB","49","29","3"
"398","F","SEDAN","27","44","1"
"6446","F","COUPE","39","22","4"
"480","F","SUV","48","36","3"
"4580","F","COUPE","27","36","4"
"4353","F","SEDAN","24","42","4"
"4454","F","HB","39","25","4"
"7342","F","SPORTS","35","36","4"
"2137","F","HB","14","32","3"
"7159","F","COUPE","36","8","4"
"2735","F","COUPE","19","35","4"
"4975","F","SEDAN","14","1","4"
"1759","F","COUPE","32","44","3"
"6898","F","COUPE","5","13","3"
"3792","F","SPORTS","14","7","4"
"1156","F","SUV","28","34","1"
"134","F","SEDAN","1","44","3"
"9809","F","HB","41","33","3"
"4440","F","CNVTBL","28","45","3"
"5441","F","CNVTBL","13","11","3"
"4730","F","COUPE","16","23","3"
"9050","F","COUPE","20","32","3"
"7765","F","HB","46","11","4"
"640","F","SEDAN","19","43","4"
"8230","F","SUV","45","38","4"
"9756","F","SPORTS","38","9","1"
"7731","F","SPORTS","34","18","1"
"4572","F","COUPE","15","11","3"
"1531","F","CNVTBL","0","49","4"
"9187","F","HB","17","37","3"
"5991","F","COUPE","7","15","4"
"1732","S","SPORTS","4","13","3"
"943","F","SUV","30","17","4"
"7993","F","SUV","0","33","3"
"1239","F","SUV","8","25","4"
"2198","F","SEDAN","32","47","4"
"926","F","SPORTS","24","9","4"
"7246","F","CNVTBL","47","27","3"
"3556","F","CNVTBL","35","31","4"
