"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"66","F","COUPE","31","39","2","6654","S","CNVTBL","6","1","29.041"
"7783","F","CNVTBL","45","9","2","6161","S","SEDAN","10","1","24.481"
"7491","F","SEDAN","9","28","1","9565","S","CNVTBL","81","1","18.225"
"9195","F","SPORTS","3","1","2","2506","S","COUPE","72","1","11.061"
"9908","F","SEDAN","0","25","2","8402","S","CNVTBL","80","1","7.6767"
"1515","F","HB","4","10","2","417","S","HB","58","1","33.739"
"636","F","CNVTBL","13","49","5","375","S","HB","91","1","27.477"
"895","F","SUV","6","23","1","438","S","SPORTS","88","1","35.477"
"9146","F","SPORTS","37","0","1","684","S","HB","97","1","43.581"
"2338","F","SPORTS","27","26","5","6203","S","SUV","54","1","3.7566"
"6654","F","COUPE","21","20","2","9742","S","COUPE","76","1","27.744"
"7325","F","COUPE","15","5","1","835","S","SPORTS","87","1","37.655"
"496","F","CNVTBL","36","14","5","7498","S","HB","57","1","5.7874"
"6239","F","CNVTBL","28","10","2","9468","S","HB","43","1","8.0533"
"3225","F","COUPE","11","19","2","5622","S","SPORTS","85","1",".71961"
"4965","F","HB","19","47","5","2643","S","SEDAN","65","1","9.5071"
"2787","F","COUPE","41","31","5","9223","S","COUPE","82","1","6.7802"
"9866","F","SEDAN","7","20","2","4807","S","SEDAN","65","1","17.42"
"3653","F","CNVTBL","41","39","2","2674","S","SEDAN","56","1","17.246"
"3653","F","SEDAN","7","9","2","930","S","CNVTBL","83","1","2.392"
"8561","F","HB","19","8","2","4088","S","CNVTBL","54","1","13.825"
"1063","F","SEDAN","8","32","1","3075","S","HB","97","1","8.4481"
"2590","F","COUPE","25","3","2","4884","S","SPORTS","25","1","11.041"
"8329","F","SPORTS","46","38","5","7417","S","CNVTBL","20","1","11.09"
"1440","F","SEDAN","19","36","2","6064","S","COUPE","17","1","6.0915"
