"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"9164","F","SEDAN","32","20","1"
"4155","F","SUV","35","31","4"
"6180","F","CNVTBL","8","3","1"
"5620","F","SPORTS","25","1","1"
"8621","F","COUPE","2","16","1"
"3078","F","SUV","6","36","3"
"3230","F","SUV","20","23","4"
"7400","F","CNVTBL","1","1","1"
"9474","F","SUV","6","8","2"
"8420","F","SUV","10","13","3"
"4909","F","SUV","14","15","3"
"7846","F","SUV","10","13","4"
"5560","S","HB","4","14","4"
"238","F","SUV","49","45","1"
"4303","F","CNVTBL","13","16","3"
"8882","F","HB","5","28","4"
"6085","F","SEDAN","34","0","4"
"4050","F","SEDAN","35","36","4"
"1495","F","CNVTBL","3","1","3"
"1667","S","COUPE","25","40","4"
"7729","F","SUV","48","7","1"
"8026","F","HB","5","4","4"
"6827","F","SEDAN","40","12","4"
"1445","F","SUV","20","34","4"
"517","F","CNVTBL","17","26","3"
"4541","F","CNVTBL","5","34","1"
"6122","S","SEDAN","33","17","4"
"4673","F","SEDAN","0","32","3"
"1404","F","COUPE","18","31","1"
"1958","F","COUPE","9","5","4"
"9551","F","SEDAN","30","11","4"
"4976","F","SPORTS","26","2","1"
"6234","F","CNVTBL","46","30","3"
"1424","F","COUPE","25","4","4"
"7310","F","SUV","42","42","3"
"5187","F","SUV","23","28","1"
"5131","F","HB","47","31","3"
"3920","F","SEDAN","45","27","5"
"4671","F","COUPE","22","21","4"
"2703","F","HB","1","6","5"
"1885","F","SUV","30","39","3"
"4311","F","CNVTBL","45","48","3"
"1539","F","SPORTS","36","32","3"
"9874","F","CNVTBL","28","36","1"
"9078","F","COUPE","8","49","1"
