"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"8312","F","SPORTS","34","41","1","1068","F","SPORTS","94","0","29.004"
"2610","F","COUPE","34","12","1","2467","F","CNVTBL","85","1","43.572"
"5611","F","SEDAN","16","40","2","8500","F","SEDAN","61","1","8.5562"
"1147","F","SUV","1","48","2","8209","F","SUV","55","1","30.75"
"8897","F","CNVTBL","20","29","2","6778","F","CNVTBL","41","1","21.591"
"5820","F","CNVTBL","33","26","1","9835","F","CNVTBL","94","1","49.83"
"8018","F","CNVTBL","46","6","1","4308","F","CNVTBL","86","1","5.7331"
"6095","F","HB","37","15","1","5286","F","SUV","81","0","12.094"
"6944","F","HB","40","27","1","4570","F","CNVTBL","98","0","7.5609"
"5161","F","CNVTBL","46","23","1","1001","F","SUV","82","1","16.729"
"5962","F","SUV","26","16","2","7806","F","SUV","64","1","4.2805"
"9993","F","CNVTBL","26","5","1","7543","F","SEDAN","84","1","2.7124"
"4179","F","SUV","23","28","1","703","F","COUPE","86","1","46.531"
"315","F","CNVTBL","25","47","1","5809","F","SUV","86","1","2.4215"
"3838","F","CNVTBL","24","15","1","4354","F","COUPE","96","0","7.6758"
"2354","F","COUPE","28","35","2","4238","F","COUPE","96","1","30.488"
"6054","F","HB","41","1","1","2789","F","HB","93","1","17.687"
"13","F","HB","6","19","2","4563","F","HB","20","1","35.895"
"1179","F","SPORTS","21","12","1","4900","F","SEDAN","96","1","2.3322"
"2046","F","SEDAN","43","15","1","546","F","SUV","82","0","35.209"
"8386","F","CNVTBL","8","35","1","3471","F","HB","95","0","20.869"
"580","F","SPORTS","20","41","2","6792","F","SPORTS","17","1","48.616"
"2193","F","HB","28","15","1","8916","F","HB","97","1","4.1913"
"7323","F","CNVTBL","44","5","2","2965","F","CNVTBL","73","1","40.302"
"2409","F","SPORTS","31","13","1","3408","F","COUPE","90","1","44.188"
"5713","F","SUV","43","14","2","4202","F","SUV","93","1","27.282"
"5683","F","SEDAN","28","4","1","4051","F","SEDAN","83","0","7.5942"
