"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"9558","F","SPORTS","28","18","5","1096","S","HB","36","1","1.7205"
"4782","F","SEDAN","7","9","1","3555","S","COUPE","81","1","5.2362"
"6050","F","SEDAN","35","28","5","8828","S","HB","73","1","4.1803"
"2899","F","COUPE","45","25","5","1672","S","HB","34","1","16.939"
"10","F","COUPE","11","9","1","2456","S","COUPE","86","1","2.9739"
"6496","F","HB","12","34","1","3811","S","HB","99","1",".13007"
"1431","F","CNVTBL","24","7","2","8171","S","CNVTBL","1","1","1.6556"
"8051","S","COUPE","0","35","2","5266","S","CNVTBL","90","1","5.8474"
"7795","F","SPORTS","34","38","2","6015","S","SPORTS","2","1","5.3051"
"370","F","SPORTS","5","18","1","6417","S","SPORTS","88","1","9.2516"
"7167","F","SUV","15","46","5","8885","S","CNVTBL","44","1","2.7134"
"7085","F","SEDAN","31","21","2","871","S","SPORTS","30","1","5.4717"
"1741","F","SPORTS","25","16","1","235","S","SPORTS","81","1","7.4288"
"3554","F","CNVTBL","47","36","5","8447","S","SPORTS","93","1","1.3082"
"463","F","SEDAN","3","5","2","6760","S","COUPE","11","1","4.0121"
"3804","F","HB","3","12","5","9278","S","SUV","49","1","7.424"
"9290","F","CNVTBL","40","33","2","620","S","SUV","27","1","27.133"
"3318","F","HB","49","45","5","6870","S","COUPE","80","1","7.4946"
"2387","F","SEDAN","16","28","5","9314","S","CNVTBL","29","1","19.548"
"5807","F","SUV","0","22","5","2426","S","COUPE","33","1","7.7699"
"8266","F","CNVTBL","12","14","5","9956","S","SPORTS","35","1","1.0538"
"8448","F","CNVTBL","15","31","1","2910","S","COUPE","96","1","22.36"
"5953","F","COUPE","13","46","5","6103","S","SPORTS","70","1","6.3765"
"3508","F","CNVTBL","44","40","5","3217","S","COUPE","22","1","8.9777"
"6639","F","SUV","34","49","5","1444","S","COUPE","2","1","19.667"
"8049","F","CNVTBL","48","31","5","9378","S","HB","45","1","12.197"
"161","F","SUV","31","21","1","3705","S","SUV","99","1","3.5431"
"2945","F","COUPE","39","45","1","7760","S","SPORTS","95","1","33.948"
