"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"7827","F","COUPE","40","43","1","1933","F","SUV","94","0","2.4255"
"9565","F","COUPE","22","18","1","5759","F","SUV","89","1","9.5699"
"2844","F","SPORTS","0","9","1","5051","F","SEDAN","92","0","11.249"
"738","F","SUV","9","10","1","2155","F","SPORTS","91","0","5.5578"
"6795","F","SUV","4","1","1","3734","F","SEDAN","96","1","28.882"
"5163","F","HB","32","7","1","1768","F","SUV","90","0","1.7306"
"9979","F","SUV","35","5","1","6973","F","SEDAN","95","1","14.121"
"6397","F","SPORTS","25","49","2","9036","F","SPORTS","82","1","19.245"
"4557","F","SPORTS","4","48","1","7297","F","SUV","99","1","12.799"
"8768","S","SUV","46","8","1","4850","F","SPORTS","85","1","31.571"
"2497","F","HB","30","6","1","9286","F","SEDAN","89","1","28.275"
"682","F","SPORTS","1","41","1","6064","F","HB","84","1","27.943"
"2560","F","SUV","23","8","1","507","F","SUV","98","0","14.756"
"7083","F","SPORTS","15","14","1","5861","F","HB","87","1","38.524"
"9990","F","SPORTS","41","22","2","2097","F","SPORTS","84","1","12.902"
"8320","F","COUPE","1","37","1","7651","F","COUPE","88","0","4.8714"
"4132","F","CNVTBL","42","26","2","7068","F","CNVTBL","10","1","47.117"
"7311","F","SUV","23","4","2","2901","F","SUV","2","1","45.298"
"9772","F","SUV","30","20","1","7087","F","COUPE","94","1","5.1383"
"3823","F","SEDAN","12","28","1","778","F","SUV","99","0","12.049"
"5279","F","HB","44","33","1","3306","F","SPORTS","92","0","36.687"
"9065","F","SEDAN","15","8","1","968","F","HB","97","1","1.2957"
"5208","F","COUPE","33","35","2","4481","F","COUPE","11","1","5.1053"
"2211","F","CNVTBL","18","25","1","6490","F","SEDAN","91","1","2.8861"
"7849","F","SUV","22","1","1","2032","F","COUPE","94","1","13.209"
"7530","F","HB","32","24","1","8299","F","COUPE","90","1","7.8356"
"8103","F","CNVTBL","27","39","1","14","F","SEDAN","97","1","40.115"
"309","F","CNVTBL","19","20","2","6656","F","CNVTBL","89","1","4.9885"
"2238","F","CNVTBL","33","8","2","9437","F","CNVTBL","77","1","13.765"
"3178","F","SUV","21","49","1","2750","F","SPORTS","95","1","6.251"
"7841","F","SUV","8","15","2","9848","F","SUV","59","1","45.407"
"4382","F","SUV","2","29","2","7478","F","SUV","38","1",".54399"
"7072","F","HB","39","47","1","9158","F","SEDAN","82","1",".74148"
