"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"8839","F","HB","37","18","1","6343","F","COUPE","95","1","11.359"
"8139","F","CNVTBL","23","8","1","4510","F","COUPE","81","1","47.751"
"2421","F","COUPE","44","15","1","7629","F","HB","92","1","49.686"
"6886","F","SEDAN","43","11","1","1438","F","SUV","97","0","22.157"
"6581","F","COUPE","14","24","2","6300","F","COUPE","98","1","44.083"
"7152","F","HB","9","46","1","2183","F","SPORTS","89","0","40.545"
"5023","F","SPORTS","40","7","1","8115","F","CNVTBL","90","1","5.9578"
"786","F","SPORTS","1","14","1","1494","F","HB","94","1","12.711"
"2971","F","SEDAN","19","46","1","7182","F","SEDAN","98","1","13.011"
"7990","F","CNVTBL","2","24","2","2421","F","CNVTBL","65","1","35.223"
"4868","F","SEDAN","13","43","2","6646","F","SEDAN","39","1","25.761"
"5426","F","SUV","19","8","1","6140","F","SPORTS","85","1","32.566"
"8392","F","HB","5","10","2","4415","F","HB","87","1","41.628"
"9223","F","CNVTBL","10","8","1","4351","F","HB","99","1","29.181"
"7618","F","CNVTBL","24","5","1","2549","F","SPORTS","86","0","16.195"
"3756","F","HB","41","40","1","2230","F","COUPE","89","0","6.6063"
"6278","F","CNVTBL","8","2","1","8476","F","HB","98","1","18.054"
"9714","F","SPORTS","27","9","1","404","F","COUPE","85","1","7.4436"
"968","F","COUPE","48","40","1","5744","F","SEDAN","81","0","24.551"
"2972","F","CNVTBL","12","2","2","8788","F","CNVTBL","20","1","6.5396"
"1254","F","HB","49","40","2","1544","F","HB","23","1","44.729"
"7150","F","COUPE","22","48","2","2733","F","COUPE","7","1","2.9794"
"5076","F","COUPE","13","11","1","1553","F","SUV","91","0","11.346"
"1608","F","SPORTS","15","37","2","6981","F","SPORTS","53","1",".19297"
"3302","F","SPORTS","49","28","1","4983","F","SUV","92","1","39.285"
"9637","F","SEDAN","35","38","1","5769","F","HB","95","1","33.453"
"7339","F","CNVTBL","11","14","2","3080","F","CNVTBL","59","1","17.225"
"161","F","SUV","40","44","2","4281","F","SUV","15","1","15.325"
"5188","F","CNVTBL","14","46","1","7471","F","HB","89","0","2.5866"
"8578","F","CNVTBL","20","4","1","4882","F","CNVTBL","96","0","17.088"
"6128","F","SPORTS","15","21","1","8607","F","SEDAN","92","1","12.631"
"8486","F","SUV","6","10","1","5830","F","SUV","82","1","37.477"
"9922","F","SUV","39","0","2","4341","F","SUV","53","1","8.3289"
"5182","F","CNVTBL","49","45","1","1009","F","SEDAN","89","0","41.824"
"2580","F","HB","21","11","2","5458","F","HB","65","1","17.597"
"1714","F","SUV","30","42","1","7753","F","SEDAN","86","0","19.171"
"3861","F","COUPE","29","4","1","1470","F","COUPE","95","1","18.404"
"1199","F","COUPE","11","21","1","3435","F","HB","81","1","12.767"
"1152","F","SEDAN","6","15","1","4106","F","SPORTS","84","1","23.974"
"7692","F","SEDAN","23","35","1","7274","F","SEDAN","97","1","33.59"
"3617","F","CNVTBL","37","47","2","5396","F","CNVTBL","15","1","11.514"
"7631","F","SUV","20","8","1","5833","F","SEDAN","95","1","14.702"
"3724","F","SEDAN","2","11","1","8653","F","CNVTBL","83","1","23.876"
"8319","F","COUPE","13","12","1","5116","F","SEDAN","83","1","8.9855"
