"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"2978","F","SEDAN","36","13","3"
"2573","F","SEDAN","43","32","3"
"8170","F","SUV","35","1","4"
"9964","F","SEDAN","49","28","4"
"1584","F","SUV","18","4","3"
"6610","F","SUV","37","30","1"
"3139","F","CNVTBL","4","34","1"
"4244","F","SPORTS","33","35","3"
"4065","F","SUV","21","20","1"
"9759","F","COUPE","4","15","4"
"1469","S","CNVTBL","7","36","4"
"2131","F","CNVTBL","14","20","4"
"9719","F","SPORTS","28","20","1"
"8136","F","SPORTS","19","8","4"
"8090","F","CNVTBL","22","19","1"
"7951","F","CNVTBL","31","7","3"
"5736","F","SUV","46","14","4"
"6037","F","COUPE","40","11","3"
"5189","F","HB","21","45","4"
"8138","F","COUPE","46","11","5"
"8397","F","HB","22","10","1"
"2961","F","CNVTBL","25","20","3"
"8600","F","SPORTS","39","4","2"
"5335","F","CNVTBL","43","28","5"
"3644","F","CNVTBL","5","11","5"
"668","F","SEDAN","30","6","4"
"855","F","SUV","27","33","5"
"7356","F","SEDAN","42","15","4"
"2251","F","COUPE","29","24","2"
"6953","F","COUPE","48","37","1"
"6567","F","SUV","4","1","3"
"390","F","CNVTBL","44","11","3"
"9823","F","COUPE","28","16","3"
"6060","F","HB","18","48","3"
"6046","F","HB","3","48","5"
"3849","F","CNVTBL","2","39","3"
"2273","F","SEDAN","17","31","3"
"1322","F","CNVTBL","10","11","4"
"4418","F","COUPE","44","39","1"
"7829","S","SEDAN","13","18","3"
"7539","F","SUV","17","46","3"
"8879","F","COUPE","46","44","3"
"3096","F","SUV","33","31","5"
"9072","F","SPORTS","39","15","1"
"6364","F","CNVTBL","19","13","4"
"1300","F","SUV","26","16","5"
"328","F","SEDAN","4","22","3"
"3325","F","SPORTS","42","30","4"
"3512","S","COUPE","23","15","5"
"8088","F","CNVTBL","28","38","3"
"9184","F","COUPE","5","15","3"
"6634","F","CNVTBL","13","8","4"
"9614","F","CNVTBL","38","38","1"
"9078","F","SEDAN","8","29","4"
"808","F","HB","3","0","4"
"9470","F","CNVTBL","20","23","1"
"7866","F","HB","28","3","3"
"7601","F","SPORTS","49","8","5"
"561","F","COUPE","35","46","3"
"5123","F","COUPE","15","45","1"
"8721","S","SUV","27","12","3"
"5963","F","HB","17","3","3"
"3647","F","SPORTS","46","5","1"
"5908","F","SPORTS","46","15","3"
"8712","F","COUPE","10","36","3"
"6320","F","SPORTS","10","14","1"
"3878","F","SEDAN","24","18","4"
"2512","F","SEDAN","26","38","4"
"8083","F","CNVTBL","37","32","3"
"9292","F","SUV","15","18","3"
"9648","F","SEDAN","46","24","4"
"7717","F","SEDAN","43","23","4"
"8364","F","SEDAN","11","40","4"
"8725","F","SUV","21","4","4"
"3833","F","SUV","48","31","4"
"6236","F","SEDAN","34","16","4"
"8617","F","CNVTBL","10","16","3"
"7716","F","SPORTS","17","17","4"
"8087","F","HB","6","25","1"
"8555","F","SEDAN","11","37","4"
"5056","F","CNVTBL","49","47","3"
"594","F","SUV","14","13","5"
"7692","F","COUPE","47","46","1"
"6020","F","SEDAN","5","44","1"
"4860","F","COUPE","6","40","1"
"1285","F","COUPE","3","42","4"
"2865","F","SEDAN","10","13","3"
"510","F","SUV","17","42","4"
"3043","F","HB","29","24","1"
"9543","F","COUPE","6","0","4"
"4968","F","COUPE","25","15","3"
"7413","F","HB","36","14","1"
"4222","F","COUPE","7","30","4"
"3672","F","CNVTBL","35","4","4"
"4403","F","SPORTS","32","40","2"
"9847","F","CNVTBL","35","9","3"
"2069","F","CNVTBL","46","25","2"
"7029","F","CNVTBL","45","41","4"
"46","F","COUPE","45","12","3"
"3101","S","SUV","39","17","3"
"4438","S","CNVTBL","32","39","3"
