"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE"
"6300","F","COUPE","43","8","4"
"1203","F","CNVTBL","20","16","1"
"5899","F","CNVTBL","15","42","3"
"2590","F","COUPE","1","35","3"
"6286","F","CNVTBL","10","9","4"
"4138","F","COUPE","4","29","4"
"5431","F","CNVTBL","39","45","3"
"7561","F","HB","40","44","3"
"4490","F","COUPE","33","38","4"
"2327","F","SEDAN","5","43","3"
"3209","F","SPORTS","7","6","4"
"2059","F","SEDAN","47","33","1"
"114","F","CNVTBL","45","25","3"
"4187","F","COUPE","39","48","3"
"3133","F","CNVTBL","2","13","3"
"5418","F","SUV","37","32","1"
"939","F","COUPE","33","8","4"
"5880","F","CNVTBL","31","14","4"
"8624","F","SUV","3","16","4"
"6629","F","HB","4","32","4"
"87","F","SUV","43","32","4"
"8607","F","COUPE","0","0","3"
"7150","F","SUV","22","47","4"
"2928","F","HB","26","20","3"
"6285","F","SEDAN","49","9","3"
"4444","F","HB","15","14","4"
"5243","F","SEDAN","39","46","4"
"8002","F","SEDAN","37","43","3"
"3657","F","COUPE","45","34","3"
"2319","F","SEDAN","14","17","3"
"4878","F","HB","21","39","3"
"369","F","COUPE","19","8","3"
"1240","F","HB","49","24","1"
"9373","F","SUV","35","9","4"
"1600","F","CNVTBL","48","49","3"
"2491","F","SUV","40","38","4"
"1943","F","SUV","23","35","1"
"679","F","SUV","11","42","3"
"3434","F","HB","49","29","3"
"398","F","SEDAN","27","44","1"
"6446","F","COUPE","39","22","4"
"1531","F","CNVTBL","0","49","4"
"9187","F","HB","17","37","3"
"5991","F","COUPE","7","15","4"
"1732","S","SPORTS","4","13","3"
"943","F","SUV","30","17","4"
"7993","F","SUV","0","33","3"
"1239","F","SUV","8","25","4"
"2198","F","SEDAN","32","47","4"
"926","F","SPORTS","24","9","4"
"7246","F","CNVTBL","47","27","3"
"3556","F","CNVTBL","35","31","4"
"5638","F","SPORTS","38","8","3"
"4324","F","CNVTBL","9","32","3"
"3377","F","SEDAN","4","23","3"
"9629","F","COUPE","36","40","3"
"6043","F","SUV","39","44","1"
"7726","F","SPORTS","18","26","1"
"821","F","HB","32","41","1"
"6711","F","CNVTBL","44","24","4"
"9917","F","HB","32","5","3"
"6569","F","HB","6","44","3"
"4630","F","CNVTBL","3","9","3"
"6830","F","HB","21","33","3"
"9259","F","HB","20","41","3"
"9813","F","CNVTBL","8","1","4"
"8239","F","HB","25","47","4"
"1909","F","COUPE","9","18","4"
"9790","F","SPORTS","29","27","4"
"7133","F","CNVTBL","35","47","1"
"6771","F","COUPE","19","40","1"
"9014","F","SUV","0","32","4"
"5436","F","SUV","34","35","4"
"7710","F","SPORTS","36","12","1"
