"MYCARNUMBER","MYCARTYPE","MYCARMODEL","MYLOCATIONX","MYLOCATIONY","PROBLEMCODE","ASSIGNEDCARNO","ASSIGNEDTYPE","ASSIGNEDMODEL","ASSIGNEDHASFUEL","ASSIGNEDSTEPNEY","ASSIGNEDTIMEAWAY"
"7827","F","COUPE","40","43","1","1933","F","SUV","94","0","2.4255"
"9565","F","COUPE","22","18","1","5759","F","SUV","89","1","9.5699"
"2844","F","SPORTS","0","9","1","5051","F","SEDAN","92","0","11.249"
"738","F","SUV","9","10","1","2155","F","SPORTS","91","0","5.5578"
"6795","F","SUV","4","1","1","3734","F","SEDAN","96","1","28.882"
"5163","F","HB","32","7","1","1768","F","SUV","90","0","1.7306"
"9979","F","SUV","35","5","1","6973","F","SEDAN","95","1","14.121"
"6397","F","SPORTS","25","49","2","9036","F","SPORTS","82","1","19.245"
"9871","F","SPORTS","31","48","2","7950","F","SPORTS","91","1","6.7364"
"6876","F","SEDAN","15","37","1","7905","F","SPORTS","86","1","31.902"
"9566","F","SPORTS","33","38","1","1480","F","SEDAN","90","1","47.027"
"6136","F","CNVTBL","36","29","1","9996","F","HB","97","1","45.739"
"9269","F","SUV","45","35","1","2844","F","COUPE","86","1","27.398"
"7171","F","SEDAN","18","44","1","6113","F","SPORTS","95","0","28.169"
"4557","F","SPORTS","4","48","1","7297","F","SUV","99","1","12.799"
"8768","S","SUV","46","8","1","4850","F","SPORTS","85","1","31.571"
"2497","F","HB","30","6","1","9286","F","SEDAN","89","1","28.275"
"682","F","SPORTS","1","41","1","6064","F","HB","84","1","27.943"
"2560","F","SUV","23","8","1","507","F","SUV","98","0","14.756"
"7083","F","SPORTS","15","14","1","5861","F","HB","87","1","38.524"
"9990","F","SPORTS","41","22","2","2097","F","SPORTS","84","1","12.902"
"4389","F","SEDAN","42","38","1","1122","F","SUV","89","0","14.263"
"9653","F","CNVTBL","14","30","1","8271","F","CNVTBL","94","0","27.752"
"3850","F","SEDAN","34","6","1","6113","F","SUV","98","1","4.9461"
"249","F","SUV","27","44","1","684","F","SUV","82","0","35.03"
"5735","F","SPORTS","34","35","2","9627","F","SPORTS","5","1","45.343"
"8320","F","COUPE","1","37","1","7651","F","COUPE","88","0","4.8714"
"4132","F","CNVTBL","42","26","2","7068","F","CNVTBL","10","1","47.117"
"7311","F","SUV","23","4","2","2901","F","SUV","2","1","45.298"
"9772","F","SUV","30","20","1","7087","F","COUPE","94","1","5.1383"
"3823","F","SEDAN","12","28","1","778","F","SUV","99","0","12.049"
"5279","F","HB","44","33","1","3306","F","SPORTS","92","0","36.687"
"9065","F","SEDAN","15","8","1","968","F","HB","97","1","1.2957"
"2202","F","SUV","45","2","1","2169","F","SPORTS","98","1","2.5955"
"9323","F","SUV","21","21","1","7834","F","SEDAN","99","1","12.947"
"3021","F","SEDAN","41","28","1","2056","F","SUV","81","1","26.044"
"1335","F","SUV","11","23","1","991","F","CNVTBL","94","0","16.919"
"5208","F","COUPE","33","35","2","4481","F","COUPE","11","1","5.1053"
"2211","F","CNVTBL","18","25","1","6490","F","SEDAN","91","1","2.8861"
"7849","F","SUV","22","1","1","2032","F","COUPE","94","1","13.209"
"7530","F","HB","32","24","1","8299","F","COUPE","90","1","7.8356"
"8103","F","CNVTBL","27","39","1","14","F","SEDAN","97","1","40.115"
"309","F","CNVTBL","19","20","2","6656","F","CNVTBL","89","1","4.9885"
"2238","F","CNVTBL","33","8","2","9437","F","CNVTBL","77","1","13.765"
"9850","F","COUPE","2","14","1","8968","F","CNVTBL","91","1","6.9798"
"2114","F","SUV","22","0","2","3997","F","SUV","68","1",".52154"
"882","F","SEDAN","6","7","1","3891","F","SEDAN","96","1","30.353"
"1813","F","COUPE","12","22","1","4399","F","SUV","92","1","20.596"
"695","F","SPORTS","25","28","1","160","F","HB","93","1","9.0011"
"9129","F","HB","13","22","1","9281","F","SUV","83","0","39.427"
"8462","F","COUPE","5","8","1","1894","F","SPORTS","83","1","25.615"
"4568","F","HB","20","18","2","9046","F","HB","95","1","23.334"
"13","F","SPORTS","0","47","1","5588","F","SEDAN","96","1","41.63"
"6336","F","COUPE","18","33","1","8743","F","COUPE","85","0","20.503"
"9639","F","SPORTS","21","24","2","5925","F","SPORTS","73","1","3.6345"
"3178","F","SUV","21","49","1","2750","F","SPORTS","95","1","6.251"
"7841","F","SUV","8","15","2","9848","F","SUV","59","1","45.407"
"4382","F","SUV","2","29","2","7478","F","SUV","38","1",".54399"
"7072","F","HB","39","47","1","9158","F","SEDAN","82","1",".74148"
"1803","F","CNVTBL","32","45","1","3259","F","SUV","95","1","19.001"
"7353","F","SEDAN","32","25","2","8533","F","SEDAN","91","1","1.7542"
"488","F","SUV","30","44","1","8940","F","HB","84","1","29.702"
"5449","F","SPORTS","30","49","1","6309","F","COUPE","90","0","23.907"
"3941","F","CNVTBL","20","27","2","7411","F","CNVTBL","95","1","13.513"
"2773","F","SPORTS","39","13","1","9563","F","SPORTS","84","0",".89529"
"3182","F","CNVTBL","24","44","2","2161","F","CNVTBL","37","1","11.433"
"5813","F","SUV","42","44","1","9680","F","SUV","81","0","28.754"
"8920","F","HB","4","37","1","9813","F","SEDAN","94","0","6.945"
"9615","S","SUV","22","42","1","7031","F","SEDAN","89","1","28.893"
